name,score,comment,date,city,score1
Bonnae,3.0,我其实对这样的孤胆英雄靠着死马当活马医怎么推想都不靠谱的方法拯救地球这一套早就不感冒了地球大概也像猫一样有九条命不过这都被拯救了次了大概这算是奇迹抑或神迹基本就是中俄哥俩好拯救地球的故事不过苏联老大哥提前挂了所以只能靠中国了不过联合政府话事人看来还是俄国人算是安慰俄国佬果然日本人关键时刻就想着自杀这回算是没有剖腹是用枪美国佬救援小队最后才露了一下声没看见脸故事平舖直述缺乏令人意外或者特别的剧情转折人物性格塑造一般女性还比较刻板印象爱哭需要人照顾那位哥哥刘启给我的感觉还有点地痞气大概导演误以为这是个性价值观上算是没有硬伤但是像白开水一样平淡无味缺乏深度大概就是在绝望时刻不要放弃希望可以与,2019-02-12,,还行
张劳动,5.0,中国科幻电影都可以了留给中国男足的时间不多了,2019-02-06,北京,力荐
小啊原,3.0,这部电影只能证明我们的特效起步了我们的科幻片还没有起步,2019-02-05,济南市,还行
欢乐分裂,3.0,首先是宏大设定题材的胜利木星的壮阔斑斓与荒原废土视效展现的工业制作水准有惊喜让人仿佛窥见国产科幻的春天微光不少模仿痕迹莫斯堪称全知型的哈尔然而缺点亦同样显露无疑不谈科学原理的硬核度是否经打我首先非常反感在号称硬科幻的影片里乱塞情感强煽套路化的美式个人英雄在社会主义高大全特色美学旗帜下显得尴尬无比自以为是的幽默和废话连连的台词经过尬演滤镜折射以及全程满溢的配乐愈发让人出戏全片最神奇的还是混乱而粗暴的剪辑很多关键场景被处理得莫名其妙不知所以甚至出现情节的跳跃,2019-02-05,上海,还行
银谷,4.0,建议大家放低预期去看好但并没有吹的那么开天辟地的好特效确实没话说开头十几分钟快节奏剪辑交代设定背景加上我们熟悉的北京上海杭州等大城市被冰雪覆盖的荒凉震撼场面确实让人忍不住想打星可惜后半段越来越主旋律和刻意的煽情使每一个阅片量多一点的观众几乎都能猜到最后的结局这让一切开始变得冗长和乏味影片观影完毕后留给观众哲思和探讨的余味很少影片应该更深挖人工智能的背叛人类对宇宙未知探索那种恐惧和好奇心并存的心里而不是把全部精力都用在众志成城拯救地球这条单一的政治正确主线上,2019-02-04,上海,推荐
昵称被占不开心,2.0,特效不错剧情硬伤,2019-02-05,,较差
盒饭,5.0,三体照这个路数拍就不会是烂片,2019-02-07,北京,力荐
su27根本就没有,5.0,好看完全不逊好莱坞一流科幻片终于国产科幻大片也有今天了设定故事美术一切都太刘慈欣了原汁原味的重工业大尺度冷硬中国风大刘科幻,2019-01-28,,力荐
苍山古井空对月,3.0,三星是鼓励国产分最直观的感受是看完第一遍之后没有二刷的想法首先我觉得角色塑造得不讨喜男主角无法让我产生认同像个任性的小孩子没有大局观他和救援队之间的电车难题矛盾轻描淡写地忽略了第二是影片对于摆脱麻烦困境的过程太省略了只有开头出现麻烦然后就到结果让你知道摆脱了麻烦中间的过程我不知道是怎么样的如此一来就没了紧张感成了流水账叙事还有演讲光靠煽情讲道理而不讲救援计划嘴炮拯救世界实在是很难接受,2019-02-05,,还行
Lucifer,2.0,国人有多匮乏想象力呢从流浪地球的影评不难看出来大多数人对于国产科幻电影的展望都不过只是宏大浩瀚的故事画面至于尴尬又不好笑的网络流行段子毫无逻辑可言的剧情转折以及迷幻的主旋律大背景好像对于国产科幻片都是过于超纲的苛责了加之春节气氛的渲染该片顺利摘下国产硬核科幻巨作的标签各位观众请仔细想一想战狼站在宇宙中心呼唤爱的那两段科幻在哪里这特么难道不是剧情片还有刘慈欣你不是说自己作品最吸引人的特质是冷酷但又冷静的理性吗请问这部电影冷静在哪里主角加配角一言不合就疯狂飙戏中途入场的观众如果正巧撞见近景镜头难道不会以为是在看神探蒲松林吗最后我希望三体永远扑街,2019-02-07,杭州市,较差
孔鲤,3.0,流浪地球看完了不差但我看得不够爽虽然是科幻但是不新只有科技是进步的人类生存方式社会形态社会心理没有变化家庭和国家也还是最传统的那种当然作为春节档合家欢电影这么拍我是可以理解的那种不太会为之兴奋的理解,2019-02-08,北京,还行
肥树,5.0,标准定这么高给国内科幻同行留点饭吃啊,2019-02-07,北京,力荐
御风飞行,2.0,对不起不好看国产科幻片任重而道远你说一个没受过任何训练的小屁孩顶着主角光环叫嚣着哥是个天才拯救了整个地球我还想说姐上辈子拯救了整个银河系呢,2019-02-05,上海,较差
zing,3.0,吴京分泌泪珠那段扣了两颗星,2019-02-06,宜宾市,还行
路西法尔,3.0,中国宇航员开着空间站撞木星这不是全频道阻塞嘛视觉效果可以的但剪辑有重大问题吴孟达和李光洁都死得很突兀其实地球快挂了要不要最后赌一把我觉得根本算不上问题肾上腺爆棚自然就上了救援队几次想半路解散才莫名其妙要是人类都觉得自己不值得救那灭亡也不是什么坏事倒是掌握地球一切资源的联合政府想出来的办法就是让空间站抛下人类而逃危机被一个翘课学生灵机一动解决了看起来倒像是讽刺联合政府一样联合政府唯一的用处就是把要散伙的救援队喊了回来如果没有随时散伙的小农经济思维这个假想敌联合政府该如何自处这就人性悖论与意识形态制造的虚假人性悖论间的区别问题在于人性自有尊严完全可以从各式各样的意识形态手中取回自己,2019-02-06,北京,还行
王食欲,3.0,格局太小缺乏胸怀概念上老生常谈故事不错台词露怯最值得称赞的是视效画林是家好公司,2019-02-09,北京,还行
纽太普,5.0,去看流浪地球吧一定要去如果可以打两百分的话我打五百分这不是什么中国科幻片能拍成这样不错了这是有机会竞争影史前十科幻电影的片子真正的大刘原创级别剧情真正充满中国内核却又可以连接世界普世价值的电影最后二十分钟我是哭着看完的为了剧情也为了中国科幻总算他妈的混出头了为人类致敬,2019-02-05,上海,力荐
放开那个浪味仙,3.0,有原著加持这部电影确实让中国的科幻电影向前走了一步但故事和细节仍然存在问题前半段的气氛特别赞到地球还有七天要毁灭那里很感动觉得可以给到星但后面实在吴京他儿子突然想通了怎么救地球每个人都技能满点之后这电影就掉回星了,2019-02-08,北京,还行
乌鸦乌鸦,5.0,优点和缺点都很好莱坞为什么至今没看到魔改这个词好莱坞大片已经四平八稳到所有反派都是虚构人物且都是个人品质恶劣本片的坏人竟然是木星没有一个人类反派这是求生欲多强啊,2019-02-10,,力荐
瑾朵朵,5.0,韩朵朵最后的演讲太没水平了扣分希望最后的结局是救援失败地球被木星引力撕成碎片所有人在希望与绝望中在疯狂与平静中迎接死亡,2019-02-07,,力荐
犹在镜中,3.0,像是一个合格的面子工程大致的世界观搭建得没问题在看的过程中也成功被唤询所以三星还是有的但诚如一些批评所言此片的剪辑很奇怪有好几次时间交错或动作复杂的戏剪得让人看得晕极了而且没有中国特色从故事情节的组接到回家主题都在学习好莱坞经典科幻片可这明明是部中国特色社会主义的灾难片啊科幻想象从旁白褪去就散了接下来的就是牺牲前进再牺牲前进混上朴素的比如初中生深情广播动员全球和大跃进式的中国神力用知不可为而为之去嘲笑工具的智慧预测不得不说这里很粗浅有着很多粗糙的毛边当然最大的疑问是社会主义灾难片或者扩大到所有类型的电影的历史是不是在大跃进时已经迎来了终结,2019-02-07,北京,还行
傻冒叔,3.0,题材够宏大特效够震撼但是传达出的那种价值观让我浑身不舒服,2019-02-06,杭州市,还行
老袁,3.0,特效没什么好挑剔的但科幻电影也不是只有特效吧文戏太硬像一只没炖软的鸡熟是熟了但吃着太累吃完还消化不良在男主的衬托下吴京的表演可以说得上是真挚动人了我爱屈楚萧,2019-02-09,北京,还行
K,2.0,就怎么港我始终觉得科幻科幻就你可以瞎编一些东西比如人类已经通过某种技术获得了突破光速的手段但是不能无视一些很普通的科学道理太阳都进入生命末期了你一个地球还能让人类居住这没什么道理啊太阳寿命末期大概会变成白矮星而远在那之前地球已经不适应生物居住了以及假设地球那时候还适宜居住地球远离太阳之后也会立刻变得不适宜居住热辐射变化会立刻导致环境巨变就不是说你一定要多么多么科学多么严谨但是你总不能连小时候看的科普节目都不如吧地球之所以会事宜生物居住就是因为其运行轨道是的地球与太阳的距离使得其自身还是自转产生的磁场能抵消大部分来自太阳的磁场以及让来自太阳的热辐射让地球的温度正好适宜居住偏离轨道的行为就跟自杀无异就我一个和科学无关的人都懂的道理,2019-02-13,,较差
一口吃掉小蛋糕,5.0,真不敢相信是中国科幻前半段跪着后半段哭着看完流浪地球更期待三体啦宴席上达叔问我好不好看我说好看的我哭很惨结果旁边的主演小哥吐槽我泪点低但是调头的那刻真的哭爆了看的是未渲染完成的版本已足够震撼虽然还是个人英雄主义但刘慈欣毕竟是大神啊科幻是皮囊人性才是骨肉,2019-02-04,北京,力荐
内有恶犬,4.0,好莱坞式主线剧情之下是大刘原著赋予的浓黑的绝望生命的温度在茫茫宇宙面前从来就没有过姓名尽管起步晚但流浪地球一出中国科幻电影的起点也算不低了春节元素不多不少太空大炮仗是对贺岁档最深沉的爱,2019-01-28,北京,推荐
南璎珞,2.0,最多给个及格分吧有几点让我尴尬的朵朵广播时为什么说那么多废话而不是直接说明点燃木星的计划这样不是能更快得到救援吗救援队们推启动器时排队推人背的方式只会让力量抵消吧我物理不好但认为这种方式可能无效刘启去救朵朵他后降落的速度凭什么能赶上朵朵的下降速度伽利略的棺材板还能按上吗服从是军人的义务战狼作为一个军人擅自更改政府的火星计划真的没关系吗失败了地球和地球的备份就全部完蛋而且就算拯救了人类动物的基因库也陪葬了人类就比动物高贵吗人工智能系统用火就能烧掉这个系统也太水了吧火种看起来就很珍贵然后被女救援队员一枪打烂了你们就这么任性火星爆炸时的冲击波应该要炸掉半个地球表层吧主角光环附体居然不死,2019-02-08,,较差
占士鯊,3.0,這片給我的感覺很複雜劇情是好看的人物塑造和煽情很尷尬有的明明開始感動硬生生被台詞和心理旁白噁心回去了順說你們狼演技真的勸退,2019-02-07,广州市,还行
秦汧,2.0,不太喜欢甚至有点反感给特效一星给演员一星工作辛苦,2019-02-10,杭州市,较差
🍬Petaloúda,5.0,好看不做影评人想怎么打分就怎么打分爽大年初一看这个片子有点儿致郁尤其不适合拖家带口看看完更坚决了流浪的心心理学中有个返家理论就是不管家烂成屎了还是要回家这个片子看完真是打脸人活着走到哪儿哪儿都能成家绝望的临界点过去就是希望踏进希望的时候希望你一身包袱全然甩落只要知道他们本意都是爱你就好了遗弃还是流浪一个被动一个主动记住了千万别忘,2019-02-05,北京,力荐
沈霁,2.0,吴京和刘慈欣本来以为我最不喜欢的演员和作者混在一起可以负负得正结果还有个郭帆,2019-02-05,深圳市,较差
小油飞,5.0,自从在科幻世界上看到流浪地球原作以来已经过了快二十年我从未想过有一天它真的能够成功影像化这部片子筹划和制作的每一个阶段我都满心怀疑一直以为要看笑话事实上它确实踩中了我的许多雷点生硬的旁白和回闪吴京的演技对回家和亲情的过分强调辅助性的女性角色偶尔的爱国主义但确实令人惊讶地不算过分然而它的科幻部分太对太对了每一次镜头拉到太空尺度我都忍不住泪流满面我没有因为它是中国科幻电影而拉低标准以任何标准它都完全不输好莱坞科幻片,2019-02-06,,力荐
seamouse,4.0,补了优缺点都相当显著啊大刘的宇宙观和社会主义特色的牺牲精神确实都成功表现出来了主线人物关系清楚矛盾进展得当场景特色鲜明未来感和地域感结合幽默得当可副线角色糟透了多余无用莫名悲壮尤其上海到杭州那段是拍够了又剪废了吗硬塞一堆新角色加乱七八糟的灾难就为衬托姥爷的牺牲结尾世界末日般的大高潮已经足够非得续雕上无反转的狗尾另外除尾曲外配乐也够烂本该三星但为肯定国人科幻电影的巨大突破加一星,2019-02-08,北京,推荐
丸内虐待狂,1.0,还真是宇宙战狼九个编剧合力写了一个半小时的开车戏没有丝毫原则的全球救援,2019-02-05,上海,很差
香水瓶,5.0,爆炸级好看而且很催泪后来在影厅里还听到啜泣声大刘对此片倾注了极大的心血认可度极高这是他作品改编的第一部电影大刘是一座取之不尽用之不竭的宝库我希望这是一个开始刘慈欣科幻电影的开始中国科幻片的新开始为了儿子救地球我也成为母亲有儿子了更能体会那种心情,2019-01-29,北京,力荐
能工巧匠沙门哥,3.0,对我来说基本上全程尿点啊几次看表想知道啥时候结束剧本的文学水平打个零分不过分吧人物全部扁平没有丝毫个人魅力燃点不燃笑点不笑泪点无泪拼尽全力打了个三星一星给刘慈欣的架构一星给视觉奇观一星给所谓的中国科幻元年毕竟是开荒之作鼓励一下吧,2019-02-06,北京,还行
时间之葬,4.0,绝对当得起中国第一部硬科幻的头衔对大刘小说的影像化改编可以说远超想象国产片中极其罕见的具备了庄严的悲剧气质好几个时刻能让人感到人类在宇宙中那种宿命般的悲壮和无力感我们能够与之对抗的只有爱和家庭看好成为春节档冠军,2019-01-20,北京,推荐
*ST-MachineGUN,5.0,讲两点足以打动我第一父子关系愈发怀念我在天国的父亲遇到这种题材的电影都会忍不住泪水第二红色警戒苏联式样的暴力美学也体现了当代基建狂魔的特色数以万计的工程师科学家为了项目日以继日前仆后继不计成本饱和救援的方式我也是其中一员代入感很强,2019-02-07,上海,力荐
妙可中国,4.0,要说是中国科幻的一座里程碑是绝不过誉出色的奇观场面和相应的逻辑推导都是国产片的一次壮举更值得一提的是终于让观众看到了中国城市也能像纽约洛杉矶那样遭殃主旋律当然还是有的但是用更为感性和易于接受的亲情所包装虽然煽情的过犹不及不足之处也很显著比如过分功能化的配角不停靠死亡来推进情节地下城的场景也过于简陋人物塑造失真浅薄但都无碍此片在制作上是一次实在的飞跃,2019-02-05,珠海市,推荐
晚不弯,3.0,流浪地球这部电影本身就像点燃木星计划用视野范围内全部前端资源去推进难产的中国硬科幻质素和内核都可以对标去年的红海行动春节档票房冠军已是囊中之物可以理解大刘为什么认可这部电影它望向太空的眼光和极高的完成度是非常扎实的第一步也可以想象广大观众将用迎接药神的热情去迎接科幻元年毕竟这真的是一部为大年初一量身定制的大片但它只是对科幻片做了一次认真而深入的文献综述用环太平洋的国际框架去囊括银翼杀手美学太空漫游元素星际穿越情感地心引力独立日情节罗列种种熟稔的科幻母题但没有给出足够有价值的表达而在整体趋向灾难片的态势下对情感的渲染是相当聒噪和失败的所以来势汹汹的太空战狼其实只是一个被寄予厚望的组装的健壮婴儿,2019-02-05,北京,还行
徐若风,4.0,超过预期流浪地球的确开启了中国科幻片和灾难片的新纪元无论是在哪一坐标中进行比对流浪地球在概念和执行上都达标了特效技术工整剧作演员所合力营造出了很对的氛围它代表的是华语科幻电影的一个关键转折点从原著角度而言是一个带着孤独感的故事电影采用了小说中的整体设定但故事与人物有了新的创造且塑造了好的主题即对乡土情结的回归和牺牲精神,2019-02-05,杭州市,推荐
逍遥兽,,片子设定牛逼特效管够然鹅朵朵最后呼救那一段我还是感觉到尴尬了,2019-02-10,北京,--
美卡 mecca,2.0,年初一上海华谊中心战狼版白鹤四弟减一星真实地差点吐了,2019-02-05,上海,较差
惘然,3.0,中国科幻电影导演对节奏感情戏的把控力和演员的表演跟不上特效技术的进步啊就像刘慈欣的小说人物和情节塑造也跟不上他的想象力一样演员中表现最好的是杨皓宇就是拔线抽烟的那个人别人的表演都像是演过战狼或者近十年春晚小品似的可看但电影要是结束在撞上木星毁灭那里就好了是的我就是个丧货,2019-02-05,南京市,还行
熊阿姨,4.0,为中国现实折射场景中的黑色幽默打五颗星前面硬刚的地方够坚挺最后讲人物情感和煽情的部分还是泄气了,2019-02-10,北京,推荐
迷特波鲁,2.0,别的都挺好主要是受不了作精兄妹和中二父子这里扣两分对演员都没什么意见故事有但也还特效做得蛮好的但是画面略晃看得有点晕音效不行配音感太强加分减分后只能两星了之前不想参与混战现在看着风声过去了还是回来打个分吧,2019-02-12,上海,较差
大米饭真香,2.0,一颗星给特效制作一颗星给脑洞因为我对剧情细节要求太高了所以扣三颗星,2019-02-24,,较差
夜瞳,3.0,看了一半不想看了那些特效宇宙星球的大场面拍得挺好不过一拍到人就没意思了看这个电影我觉得人活不活死不死无所谓那些人的命运一点也引不起我情感上的共鸣或者波动只有宏大的宇宙让我心潮澎湃所以太阳系存不存在无所谓反正没有了太阳系还有别的系浩瀚的宇宙依然存在至于人存不存在至少看这部片子让我觉得无所谓,2019-02-09,,还行
水王,5.0,视效如此完整的科幻片就值五颗星了有些煽情太多太狗血还有小演员的表演有点不住,2019-02-09,上海,力荐
bookbug,3.0,如果不走煽情路线打分可以高一点因为真正能打动人心的东西从来不需要煽情故事是大刘的灾难元素和拯救情结是几乎所有科幻电影的情法理各行其道秩序井然的价值观冲突是好莱坞的理论内核则是有点经不起推敲的然而对于瞄准国内市场的电影而言已经是成功的了可见人民多么需要科幻中国又多么缺乏科幻不论是土壤还是精神,2019-02-09,北京,还行
shawnj,4.0,苟利地球生死以岂因祸福避趋之对人性还是持积极的态度从而少却了原著的冷静与深刻,2019-02-07,天津市,推荐
南悠一,3.0,带着房子跑又能如何我们自己的科幻片故事背后竟然如此虚无真可谓寒蝉凄切对长亭晚骤雨初歇首先不敢解构权力其次连基本的人性冲突都不敢涉及要靠着煽情和生硬的突发事件做转折,2019-02-05,北京,还行
冰红深蓝,4.0,类似中国版的好莱坞科幻大片双线并进的叙事最后一分钟营救孤胆少年丧失导师父亲后的成长与力挽狂澜凭借爱的力量超越纯理性计算来拯救世界等均是世俗神话标配尽管剧作台词各类尬点常突然浇灭酝酿好的情绪妹妹角色几近多余剪辑电梯戏最为混乱潦草配乐和表演都有许多问题但按我在电影院的观感本片仍然属于值得一看的在套路和尴尬煽情之外有几处情绪仍旧踩到了正确的点荒凉与绝望的氛围甚而胜过了最终大团圆的喜感视觉特效尤其出彩各种科幻电影的影子都汇聚一堂比如太空漫游的银翼杀手似的颓废地下城以及后天式的冰封世界等等或许我们的国产科幻片仍有长长的一段路要走但这片的确带来了些许希望与曙光,2019-02-05,上海,推荐
MsWan,1.0,大刘的想象力确实没的说可惜不够硬核对于天文物理学专业的我研究广义相对论这些剧情属实弟弟,2019-02-05,成都市,很差
pinking。墨白,4.0,人物刻畫不好情感也不入心演技也沒有出眾的地方但是中國科幻片視覺能到這水平我已經太意外了成長需要代價和時間的為每一個重大的進步歡呼,2019-02-06,北京,推荐
峰峰峰峰,3.0,悲观的诗意是大刘科幻最独特的美宏观上理性冷血微观上悲天悯人电影只截取了原著的部分或许是这种宏伟的题材本身就不好驾驭从设定背景和故事切入导演没能找到一种平衡,2019-02-05,绍兴市,还行
老阿飞—故园,4.0,跟看白蛇缘起是一样的心情开心画面质量国际水平成片整体相当完整诚意绝对接收到了如果这是起点那相当高了说是中国科幻电影元年没问题流浪地球的剧本本身没有大问题比较标准的类型片流程最后的多重转折也有颇出人意料的地方很多属于直男的浪漫这里是褒义让人颇心潮澎湃有些问题比如开头进的太快了铺垫还是不太够各种意义上的不够群戏有点失衡配角太多刻画分散导致大多酱油吴孟达这个角色作用也弱了大部分非推进情节的台词都比较弱尤其是朵朵的全球广播那里太口号了有些尴尬这里其实是煽情点要么热血要么走情感应该效果都比现在要好剪辑部分有一些情节点比较乱也有一些但是流浪地球值得分如果这是好莱坞片有分最后说一句打一星的朋友真的有点过分了,2019-02-05,北京,推荐
lu,4.0,可以想见刘慈欣小说里大结构上的每一颗螺钉都可以二维展开为一曲中式小聪明拯救世界的赞歌,2019-02-08,北京,推荐
轻骑兵,3.0,特效做得有多好这剧情就有多让我想吐槽的地球之所以会流浪核心原因是太阳结果这电影里太阳完全没有存在感整个是一出逃离木星的戏,2019-02-05,上海,还行
璐璐,2.0,片子没有特别大的问题但可以有更好的执行方法现在这样拍真的太笨了基本想到哪出是哪出地球上这条线本来在及格线边缘徘徊可惜被毫无节制的煽情段落拖入可怕的滥情深渊地球外悬疑铺垫很棒最后又强行跨到个人英雄主义连带狂煽两条线其实都有很好的深挖空间只是编导错误地把格局做小了另外小说让太空浪漫成为可能形成一股温柔的力量现在只有力量没有温柔这不是好的改编策略,2019-02-06,上海,较差
大时代·歌姬,5.0,请按照这种质量去拍三体,2019-02-08,,力荐
K先生,5.0,若干年后我孙子孙女如果有的话咳咳抱着本新编的华语科幻灾难片史读到一半突然抬头问我爷爷你当年看过这部流浪地球么我可以笑眯眯告诉不仅看过还是全中国第一批看的观众这就是它的意义日后提及华语科幻灾难片史你无法绕过流浪地球甚至它就是那个成功的起点,2019-01-21,,力荐
明安,4.0,真的不错本精神杨威利居然险些要被电影里的集体主义感动到,2019-02-10,,推荐
曹孟德,1.0,我觉得不行科幻片国内还是有待加强,2019-02-05,遵义市,很差
zavert,1.0,强行设置一定要牺牲掉别人的道德困境做出选择牺牲部分利益之后的自我感动大炼钢铁式的科学幻想刻意回避后末世时代的阶级冲突以及一切试图为集权主义正名张目的构思使我无法接受这样一部电影,2019-02-11,,很差
李九弟,4.0,首先要感谢所谓小破球台前幕后七千名工作人员让中国科幻成为可能拍摄时遇到那么大困难没放弃呈现了一部至少合格的作品难道不值得表扬吗特效没话说细节很精致技术层面没毛病节奏也挺成熟的主要问题集中在剧本上一是人物形象过于单薄二是真弄不明白为啥如此执迷于点题式台词生怕观众看不明白双关语最动人的感情从来不必说出口人体撞针这种情节相当中国不管你喜不喜欢流浪地球已经被记入中国电影的历史打破现有市场格局改良市场环境这件事的意义超越了作品本身,2019-02-09,南京市,推荐
晴阳阳,3.0,刘慈欣的点子几乎没用沦为背景摆设可惜剧作超多瑕疵而且太偷懒居然生生在设定里抄出一个剔除科幻内核的星际穿越这主题这立意还能再土一点吗特效厉害也只能算你是灾难片,2019-02-06,北京,还行
江声走,2.0,有没有觉得这个电影的叙事非常不清晰分镜混乱几组人物分头行动时没办法知道谁在干嘛电梯救援一场特别明显剪辑问题太大了节奏和视角切换都很混乱大概念好但真的不要再吹工业啦这样的剪辑和叙事都没有达到工业标准吹吹概念就好了,2019-02-10,上海,较差
sweet1002008,5.0,楼上那位说什么煽动妄想的怕是个外国人吧中国的神话本来就是大禹治水精卫填海夸父追日后羿射日拍个科幻片难道不应该遵循自己的传统文化,2019-02-05,合肥市,力荐
科林,4.0,尚未开春但我预言年底各家媒体盘点一定会把吴京失重飘零的泪水一幕计入年度最美镜头之列,2019-01-29,上海,推荐
扭腰客,2.0,对中国科幻而言是一个好的开始但技术上虽然进步了却依然没有科学精神没有人文素养没有文明悲悯男主在姥爷临死还一口一个老东西真是让人最绝望的教养黑洞,2019-02-13,上海,较差
Sophie  Z,,如果我是编剧的话最后分钟就设定成地球上的人一致要求空间站自我牺牲去救地球然后空间站顺应地面要求自我牺牲了但最终地球还是没有被救成功于是流浪地球计划和火种计划就都失败了人类再见,2019-02-09,,--
不良生,3.0,总想到蜀山传都讲述毁灭与拯救都用视效撩动人心都有吴京,2019-02-08,南京市,还行
三丰SF,5.0,很多镜头一出来就战栗了科幻之魂持续燃烧郭帆导演团队太专业了为中国科幻影视工业树起一根很高的标杆其他不说只说一点这部片里国际化程度和本土融合度处理得刚刚好郭导说的拍本土科幻片最难的是信任问题现在所有人都终于相信中国人是可以做好我们自己的科幻大片的,2019-02-05,,力荐
思郁,4.0,目测即将有一大波中国式土味科幻大片,2019-02-12,郑州市,推荐
子戈,3.0,一匹披着科幻外衣的战狼一场打着地球主义旗号的爱国主义救援行动空有一个科幻设定缺乏该设定下的大量社会生活和人性细节使得该设定成了一种强制概念甚至无异于架空最后的成片其实与科幻无关只是换了模样的限时救援真的没必要吹上天工业上的意义值得肯定那就肯定说是中国的科幻元年还差一步,2019-02-08,北京,还行
玛特,3.0,祖国强大了可以拯救地球让地球走有中国特色道路了,2019-02-05,,还行
SydneyCarton,4.0,一句话不像中国人拍的,2019-02-05,北京,推荐
二狗,3.0,剧本人物行为智障吴京出演三观必恶臭看到反胃想吐特效给三分已经不能再多,2019-02-07,北京,还行
夏日扬帆,3.0,从视觉效果到故事架构都是不错的特别是在科幻这一题材上对于中国电影来说的某种突破只是从我个人观影角度难得有一部电影从男一男二甚至女一都因为类巨婴性格问题让我厌烦所以最后想营造的情感都通通失效了,2019-02-06,长沙市,还行
铎mao猫,4.0,特效简直超乎预期一点没有违和感太空部分的戏也确实只有在顶级好莱坞科幻大片见过第三幕紧张刺激燃点泪点一个不缺然而我内心是真的毫无波动啊好莱坞看太多了影片前三分之二暴露的问题实在是太多节奏失衡剪辑拖后腿角色行为逻辑欠妥整体的故事推进也显得十分平淡只能靠场面和配乐撑本来以为是瑕不掩瑜但那种感觉不得不牵制我一直到高潮最后即使再精彩我的情感已经被稀释得差不多了看得出郭帆导演能力实在有限演员方面能想象表现最好的是吴京和吴孟达吗虽然吴的台词我有点不适应各色配角通通纸片人这点红海真的吊打之两位鲜肉的演技让人不敢恭维不过评论归评论那份认真是非常值得鼓励的希望票房大爆我还想看到更好的国产科幻片啊,2019-02-05,成都市,推荐
王斯王,2.0,流浪地球第一步让世界停转全世界那么多锅如何保证不被海啸淹了成为活火山口坏一半锅地球还能推得动吗全世界那么多科学家没有提前算到地球会被木星吞了要靠技校汽修小弟来点火柴京京来当火星子这爆竹不早该在计划之初就该想好怎么放的吗前两个问题不解决这故事已经不成立了这不是流浪地球分明地球作死指南不如阴谋论得直接一点火种就想让木地相撞靠爆炸波做作空间站的第二次助推京京户口联合救世不就很好吗满当当两小时一个人物都没立住户口因为妈妈死就恨爸爸爸爸牺牲了就不恨了其他人物更不谈了视效是拉上去了当然特别明显的低模还是挺多的基本够看这不是什么中国科幻片元年中国灾难片元年谢谢综上分别说够上星穿了还没接近后天呢,2019-02-08,上海,较差
诸葛若见,4.0,硬科幻的外壳包裹着柔软的中式亲情流浪地球把大刘小说改编的很好空间站父亲情想回家却回不了救援队儿子义终于理解爹的难地下城有种赛博朋克感中国人的内核重土安迁外国人的做法迁移殖民看完有些感动让人代入感强烈,2019-02-05,北京,推荐
南笙,4.0,瑕不掩瑜跟白蛇一样国内技术已经顶尖了但是剧本还是弱项,2019-02-06,,推荐
荒也,2.0,最接受不了的是科幻片最美妙之处是对未知世界想象力的营造而不是人定胜天论的民族情感煽动室内和室外布景和大远景和近景之间的连接突兀让人无法身临其境中国科幻片做成这样已经不容易了的称赞无外乎是在自黑,2019-02-17,,较差
德卡的羊,3.0,给及格是我最大的鼓励了待长评,2019-02-05,成都市,还行
Die Katze,1.0,年看的第一部灾难片强拆主题真种花家国情怀,2019-02-12,,很差
筷喜旺,3.0,我天我都快四十岁了为什么还被这种燃烧一颗星星说再见的梗打动啊不是电影大概是好电影毕竟你让外国人来拍也就这样了估计还拍更糟糕就是通篇太煽情了我自己不喜欢,2019-02-06,,还行
Tuna Bento,5.0,尽管很多瑕疵依然完全对得起五星逻辑你说逻辑那你告诉我星际穿越那个从黑洞还能回来的逻辑是什么逻辑一星原罪就是这电影是中国出品吧对我来说带着地球去逃亡路上朝木星扔了个炮仗超级浪漫好吗看完原著依然觉得电影真的棒在取舍间把内核完整保留还带着少年漫画式的燃真的要吹爆,2019-02-09,上海,力荐
xīn,5.0,幸福蓝海江都佳源店电影中国的事件与时刻正如片尾曲带着地球去流浪化用的不仅是观沧海更是浪淘沙北戴河流浪地球以及刘慈欣和换了人间的历史与豪情有着不可分割的联系会被此片感动或观看的前提之一就是仍愿向中国历经鲜血曲折今天更问题重重的新中国投注希望和热情大可不必通过分割剥离中国与科幻为此片辩护中国电影无需这种辩护,2019-02-05,北京,力荐
更生仔,3.0,毁灭吧赶紧的累了,2019-02-06,南京市,还行
码农白兰度,1.0,沙雕片科学童话化科学都这个阶段了最后还蛮力解决一切和项目快到期上不了线要求加班一个思路情节莫名其妙爱因斯坦不要了牛顿不要了最后伽利略也不要了,2019-02-07,上海,很差
Colin记,1.0,特效是挺棒其他的一塌糊涂剧情就像原著本书一样的不知道讲的什么东西,2019-02-05,,很差
袁长庚,3.0,视觉呈现足够真诚细致足见我们在工业硬实力上终于储备了像样的产能值得肯定编导演都在及格线上下浮动足见我们在软实力方面仍然长路漫漫科幻作为一种独立的文类在于其超拔于日常人类视域和道德有时近乎冷酷的宇宙观用科幻的外壳讲一个被地心引力牢牢箍住的道德故事泄气了想想我们丧失一半的同类蜗居地心飘荡宇宙仍然要穿那么丑的校服打那么乱的麻将过那么疲的春节就想问活着还有什么意思,2019-02-14,上海,还行
